"shipping_id","order_id","shipping_date","shipping_method","shipping_status","flag_shiptype"
2851,1082,"2025-01-11","Same-day","Shipped","Fast"
2852,2992,"2023-08-18","Same-day","Shipped","Fast"
2853,2729,"2024-02-10","Express","Delivered","Fast"
2854,245,"2024-12-05","Same-day","Pending","Fast"
2855,3930,"2024-09-11","Standard","Delivered","Normal"
2856,4565,"2024-12-12","Express","Shipped","Fast"
2857,3476,"2025-07-16","Standard","Delivered","Normal"
2858,4511,"2025-05-01","Same-day","Shipped","Fast"
2859,4343,"2025-07-11","Express","Delivered","Fast"
2860,3659,"2024-01-03","Express","Pending","Fast"
2861,4460,"2024-12-16","Express","Shipped","Fast"
2862,3252,"2024-09-19","Express","Pending","Fast"
2863,225,"2025-06-09","Express","Delivered","Fast"
2864,1479,"2023-12-04","Same-day","Lost","Fast"
2865,345,"2024-08-12","Same-day","Shipped","Fast"
2866,1874,"2023-09-17","Standard","Pending","Normal"
2867,4835,"2023-11-21","Same-day","Delivered","Fast"
2868,1066,"2023-10-11","Same-day","Lost","Fast"
2869,1383,"2025-07-06","Same-day","Lost","Fast"
2870,1003,"2024-06-12","Same-day","Lost","Fast"
2871,2041,"2024-10-09","Express","Shipped","Fast"
2872,616,"2023-09-15","Same-day","Lost","Fast"
2873,3937,"2025-01-08","Same-day","Pending","Fast"
2874,281,"2025-03-27","Standard","Delivered","Normal"
2875,763,"2025-03-09","Express","Delivered","Fast"
2876,2671,"2024-03-21","Express","Lost","Fast"
2877,4590,"2025-06-16","Standard","Lost","Normal"
2878,3288,"2024-07-29","Same-day","Shipped","Fast"
2879,3398,"2023-10-21","Express","Lost","Fast"
2880,1711,"2024-04-11","Standard","Delivered","Normal"
2881,4849,"2023-09-21","Express","Shipped","Fast"
2882,4725,"2023-12-30","Standard","Pending","Normal"
2883,1080,"2024-11-07","Same-day","Shipped","Fast"
2884,4424,"2023-10-28","Same-day","Shipped","Fast"
2885,3867,"2024-11-18","Same-day","Shipped","Fast"
2886,4636,"2023-08-21","Standard","Delivered","Normal"
2887,4297,"2025-06-02","Express","Pending","Fast"
2888,3966,"2024-04-17","Same-day","Lost","Fast"
2889,1307,"2023-10-08","Express","Pending","Fast"
2890,4255,"2024-08-20","Express","Pending","Fast"
2891,4072,"2024-09-19","Same-day","Lost","Fast"
2892,1663,"2024-09-05","Express","Delivered","Fast"
2893,625,"2024-10-20","Express","Delivered","Fast"
2894,2062,"2023-07-27","Standard","Shipped","Normal"
2895,1291,"2025-07-18","Express","Shipped","Fast"
2896,2538,"2024-07-21","Standard","Pending","Normal"
2897,4649,"2024-05-22","Same-day","Delivered","Fast"
2898,2968,"2024-11-29","Same-day","Delivered","Fast"
2899,3349,"2025-05-05","Same-day","Delivered","Fast"
2900,1423,"2024-05-22","Express","Shipped","Fast"
2901,4721,"2024-12-30","Express","Delivered","Fast"
2902,927,"2025-01-08","Express","Pending","Fast"
2903,3883,"2024-09-17","Express","Delivered","Fast"
2904,4731,"2024-03-10","Same-day","Lost","Fast"
2905,3214,"2024-02-19","Standard","Delivered","Normal"
2906,2538,"2025-07-10","Same-day","Pending","Fast"
2907,2462,"2025-06-19","Express","Delivered","Fast"
2908,941,"2024-05-08","Standard","Pending","Normal"
2909,3499,"2024-01-28","Standard","Delivered","Normal"
2910,69,"2024-05-15","Standard","Pending","Normal"
2911,1921,"2023-10-09","Express","Lost","Fast"
2912,1595,"2024-11-08","Express","Lost","Fast"
2913,1498,"2024-07-04","Express","Delivered","Fast"
2914,4440,"2024-06-01","Standard","Shipped","Normal"
2915,4561,"2024-06-25","Same-day","Lost","Fast"
2916,4150,"2024-06-18","Same-day","Lost","Fast"
2917,55,"2024-12-05","Express","Delivered","Fast"
2918,3859,"2025-06-09","Standard","Delivered","Normal"
2919,37,"2024-03-13","Express","Lost","Fast"
2920,159,"2025-02-05","Express","Pending","Fast"
2921,2656,"2025-01-21","Same-day","Lost","Fast"
2922,644,"2025-04-03","Same-day","Delivered","Fast"
2923,339,"2025-02-07","Express","Delivered","Fast"
2924,1465,"2024-11-07","Same-day","Pending","Fast"
2925,4318,"2025-03-31","Express","Delivered","Fast"
2926,3995,"2024-06-18","Same-day","Shipped","Fast"
2927,2558,"2024-02-27","Standard","Pending","Normal"
2928,2773,"2024-08-11","Standard","Pending","Normal"
2929,650,"2025-06-06","Same-day","Delivered","Fast"
2930,1230,"2024-08-20","Express","Delivered","Fast"
2931,174,"2025-03-18","Standard","Lost","Normal"
2932,1206,"2023-07-22","Same-day","Lost","Fast"
2933,1305,"2024-02-11","Express","Shipped","Fast"
2934,30,"2023-12-26","Express","Shipped","Fast"
2935,674,"2025-03-25","Standard","Lost","Normal"
2936,4007,"2024-11-24","Standard","Delivered","Normal"
2937,2957,"2025-03-31","Express","Pending","Fast"
2938,2438,"2025-02-21","Express","Pending","Fast"
2939,3003,"2025-05-07","Standard","Lost","Normal"
2940,2225,"2024-09-13","Same-day","Pending","Fast"
2941,548,"2024-03-29","Same-day","Delivered","Fast"
2942,3264,"2024-07-26","Express","Lost","Fast"
2943,2257,"2024-10-12","Express","Delivered","Fast"
2944,4341,"2023-10-15","Standard","Pending","Normal"
2945,4082,"2024-05-29","Standard","Pending","Normal"
2946,1127,"2024-05-14","Express","Lost","Fast"
2947,559,"2025-03-02","Same-day","Lost","Fast"
2948,456,"2024-10-12","Same-day","Delivered","Fast"
2949,2205,"2025-06-26","Standard","Shipped","Normal"
2950,3325,"2024-05-08","Express","Pending","Fast"
2951,3401,"2025-02-13","Express","Shipped","Fast"
2952,1079,"2024-04-12","Same-day","Pending","Fast"
2953,3822,"2023-10-26","Same-day","Delivered","Fast"
2954,2618,"2024-07-08","Same-day","Delivered","Fast"
2955,147,"2025-01-10","Same-day","Shipped","Fast"
2956,801,"2025-01-29","Express","Lost","Fast"
2957,2913,"2025-07-07","Express","Shipped","Fast"
2958,1402,"2025-01-21","Same-day","Shipped","Fast"
2959,3324,"2025-07-08","Standard","Delivered","Normal"
2960,4679,"2024-12-04","Standard","Shipped","Normal"
2961,3665,"2024-08-17","Express","Delivered","Fast"
2962,2072,"2023-09-04","Express","Shipped","Fast"
2963,2260,"2024-11-24","Express","Pending","Fast"
2964,1400,"2024-01-27","Standard","Delivered","Normal"
2965,417,"2025-06-11","Express","Pending","Fast"
2966,1883,"2024-12-21","Same-day","Lost","Fast"
2967,3263,"2023-09-30","Express","Delivered","Fast"
2968,454,"2025-02-17","Same-day","Lost","Fast"
2969,3943,"2025-04-16","Express","Delivered","Fast"
2970,4380,"2024-06-28","Standard","Pending","Normal"
2971,2799,"2024-10-31","Standard","Delivered","Normal"
2972,2395,"2024-09-30","Standard","Shipped","Normal"
2973,4448,"2025-02-22","Express","Pending","Fast"
2974,1546,"2024-06-16","Express","Lost","Fast"
2975,1653,"2024-04-01","Standard","Lost","Normal"
2976,110,"2025-04-30","Standard","Pending","Normal"
2977,4693,"2025-06-30","Standard","Delivered","Normal"
2978,3052,"2025-01-06","Same-day","Pending","Fast"
2979,4159,"2024-12-02","Standard","Delivered","Normal"
2980,4043,"2024-01-17","Express","Lost","Fast"
2981,1162,"2024-02-18","Standard","Shipped","Normal"
2982,1949,"2024-08-12","Express","Delivered","Fast"
2983,4550,"2024-12-02","Standard","Pending","Normal"
2984,1771,"2023-08-25","Standard","Lost","Normal"
2985,3260,"2025-04-06","Express","Pending","Fast"
2986,4382,"2024-07-26","Standard","Shipped","Normal"
2987,86,"2024-12-09","Express","Delivered","Fast"
2988,3492,"2024-02-20","Same-day","Shipped","Fast"
2989,402,"2024-10-16","Express","Delivered","Fast"
2990,721,"2024-06-12","Standard","Pending","Normal"
2991,2127,"2024-11-13","Standard","Shipped","Normal"
2992,2750,"2024-08-29","Same-day","Lost","Fast"
2993,3649,"2025-05-03","Express","Pending","Fast"
2994,4870,"2024-07-02","Same-day","Pending","Fast"
2995,1258,"2023-12-02","Same-day","Delivered","Fast"
2996,1877,"2024-06-03","Same-day","Lost","Fast"
2997,1103,"2024-05-14","Express","Shipped","Fast"
2998,3288,"2024-03-23","Same-day","Shipped","Fast"
2999,3977,"2024-04-20","Express","Lost","Fast"
3000,619,"2024-02-02","Standard","Lost","Normal"
3001,2195,"2023-08-28","Express","Pending","Fast"
3002,4355,"2023-07-22","Standard","Lost","Normal"
3003,2804,"2023-11-19","Standard","Pending","Normal"
3004,4098,"2023-07-23","Express","Pending","Fast"
3005,817,"2024-10-19","Standard","Lost","Normal"
3006,3771,"2023-11-24","Express","Delivered","Fast"
3007,58,"2024-10-29","Standard","Pending","Normal"
3008,784,"2024-06-03","Standard","Pending","Normal"
3009,2990,"2025-04-22","Same-day","Shipped","Fast"
3010,363,"2024-12-02","Express","Delivered","Fast"
3011,876,"2024-03-29","Same-day","Shipped","Fast"
3012,4633,"2024-07-26","Standard","Shipped","Normal"
3013,3542,"2024-05-27","Express","Lost","Fast"
3014,4067,"2023-10-24","Standard","Shipped","Normal"
3015,4992,"2023-12-19","Standard","Lost","Normal"
3016,3960,"2023-11-21","Standard","Shipped","Normal"
3017,1084,"2025-02-05","Same-day","Pending","Fast"
3018,227,"2024-05-16","Standard","Pending","Normal"
3019,1058,"2024-08-22","Same-day","Pending","Fast"
3020,2871,"2025-05-02","Express","Shipped","Fast"
3021,604,"2025-06-26","Express","Delivered","Fast"
3022,4682,"2024-07-11","Express","Delivered","Fast"
3023,1071,"2023-10-29","Standard","Delivered","Normal"
3024,379,"2025-03-15","Express","Shipped","Fast"
3025,977,"2024-06-12","Same-day","Delivered","Fast"
3026,4607,"2023-10-15","Same-day","Pending","Fast"
3027,1268,"2025-06-21","Standard","Lost","Normal"
3028,4504,"2024-03-25","Express","Lost","Fast"
3029,2891,"2024-12-03","Same-day","Shipped","Fast"
3030,1035,"2024-03-25","Standard","Pending","Normal"
3031,1952,"2025-05-09","Standard","Shipped","Normal"
3032,1859,"2025-01-25","Standard","Pending","Normal"
3033,1224,"2025-04-07","Standard","Shipped","Normal"
3034,4630,"2024-03-31","Same-day","Pending","Fast"
3035,3687,"2024-12-17","Same-day","Lost","Fast"
3036,31,"2024-10-30","Same-day","Shipped","Fast"
3037,2201,"2024-11-28","Standard","Pending","Normal"
3038,4714,"2024-12-01","Standard","Shipped","Normal"
3039,1620,"2024-10-24","Same-day","Shipped","Fast"
3040,3905,"2024-05-02","Standard","Pending","Normal"
3041,4797,"2023-09-10","Standard","Lost","Normal"
3042,2790,"2024-08-31","Same-day","Lost","Fast"
3043,4142,"2025-05-18","Express","Lost","Fast"
3044,1324,"2025-05-16","Express","Lost","Fast"
3045,4862,"2025-01-12","Same-day","Lost","Fast"
3046,845,"2024-07-10","Standard","Lost","Normal"
3047,2816,"2024-06-03","Same-day","Lost","Fast"
3048,4388,"2023-10-18","Standard","Pending","Normal"
3049,3048,"2024-04-16","Express","Lost","Fast"
3050,2644,"2025-05-10","Same-day","Delivered","Fast"
3051,1024,"2023-10-14","Same-day","Lost","Fast"
3052,634,"2023-11-23","Standard","Lost","Normal"
3053,3518,"2023-12-20","Express","Delivered","Fast"
3054,1729,"2024-03-11","Standard","Delivered","Normal"
3055,4951,"2024-10-10","Same-day","Delivered","Fast"
3056,3635,"2024-01-29","Express","Delivered","Fast"
3057,683,"2023-10-09","Same-day","Delivered","Fast"
3058,2314,"2024-05-17","Standard","Shipped","Normal"
3059,4928,"2023-09-12","Express","Pending","Fast"
3060,1351,"2023-11-12","Same-day","Delivered","Fast"
3061,159,"2023-12-22","Standard","Shipped","Normal"
3062,3823,"2023-11-09","Same-day","Delivered","Fast"
3063,2739,"2024-12-04","Same-day","Delivered","Fast"
3064,3765,"2025-02-15","Express","Pending","Fast"
3065,2480,"2025-07-08","Express","Delivered","Fast"
3066,907,"2024-10-10","Same-day","Shipped","Fast"
3067,2538,"2023-11-17","Same-day","Shipped","Fast"
3068,1504,"2023-10-23","Standard","Shipped","Normal"
3069,2450,"2024-01-11","Same-day","Pending","Fast"
3070,4599,"2023-12-10","Express","Lost","Fast"
3071,3832,"2025-04-11","Standard","Pending","Normal"
3072,1952,"2024-05-01","Standard","Delivered","Normal"
3073,4775,"2023-11-08","Standard","Delivered","Normal"
3074,3376,"2024-03-11","Standard","Pending","Normal"
3075,1299,"2025-04-03","Express","Pending","Fast"
3076,3158,"2024-06-27","Same-day","Shipped","Fast"
3077,1068,"2025-01-22","Standard","Pending","Normal"
3078,2834,"2025-05-18","Standard","Pending","Normal"
3079,4926,"2023-10-13","Standard","Pending","Normal"
3080,654,"2023-12-20","Standard","Pending","Normal"
3081,4237,"2025-03-29","Express","Shipped","Fast"
3082,4469,"2024-01-01","Same-day","Pending","Fast"
3083,1948,"2024-04-13","Same-day","Delivered","Fast"
3084,575,"2023-08-07","Same-day","Shipped","Fast"
3085,1457,"2024-05-09","Same-day","Delivered","Fast"
3086,2461,"2025-03-25","Same-day","Delivered","Fast"
3087,4712,"2023-10-20","Standard","Delivered","Normal"
3088,3849,"2025-04-26","Same-day","Shipped","Fast"
3089,3683,"2023-09-01","Standard","Lost","Normal"
3090,1931,"2024-01-24","Same-day","Shipped","Fast"
3091,3558,"2024-03-20","Standard","Pending","Normal"
3092,3778,"2024-08-06","Standard","Lost","Normal"
3093,3933,"2023-07-25","Same-day","Delivered","Fast"
3094,1408,"2024-06-23","Same-day","Shipped","Fast"
3095,2113,"2023-11-07","Express","Lost","Fast"
3096,2434,"2024-05-02","Standard","Pending","Normal"
3097,1567,"2025-02-05","Express","Lost","Fast"
3098,2505,"2025-03-22","Standard","Shipped","Normal"
3099,1619,"2024-09-29","Express","Lost","Fast"
3100,2807,"2023-08-27","Express","Lost","Fast"
3101,2493,"2023-12-14","Express","Delivered","Fast"
3102,3789,"2023-08-09","Same-day","Shipped","Fast"
3103,4251,"2025-05-18","Same-day","Delivered","Fast"
3104,4059,"2024-07-11","Express","Shipped","Fast"
3105,1350,"2024-02-06","Standard","Delivered","Normal"
3106,4945,"2024-06-25","Same-day","Delivered","Fast"
3107,3084,"2024-04-24","Express","Lost","Fast"
3108,2965,"2023-09-29","Express","Lost","Fast"
3109,3904,"2024-12-04","Same-day","Pending","Fast"
3110,904,"2024-01-29","Express","Shipped","Fast"
3111,2766,"2024-02-09","Express","Lost","Fast"
3112,3327,"2024-08-04","Express","Delivered","Fast"
3113,2519,"2025-05-01","Express","Pending","Fast"
3114,1826,"2023-08-27","Standard","Delivered","Normal"
3115,4248,"2025-04-21","Express","Pending","Fast"
3116,353,"2024-07-22","Standard","Lost","Normal"
3117,1284,"2023-12-18","Same-day","Lost","Fast"
3118,4681,"2025-03-17","Express","Pending","Fast"
3119,385,"2025-02-11","Same-day","Shipped","Fast"
3120,1855,"2024-04-10","Same-day","Pending","Fast"
3121,2214,"2025-03-12","Same-day","Delivered","Fast"
3122,4375,"2024-05-25","Standard","Shipped","Normal"
3123,154,"2024-02-14","Standard","Lost","Normal"
3124,2432,"2024-11-19","Same-day","Delivered","Fast"
3125,1027,"2024-10-30","Express","Lost","Fast"
3126,2401,"2024-06-28","Same-day","Pending","Fast"
3127,3858,"2024-10-21","Standard","Delivered","Normal"
3128,4762,"2023-12-30","Express","Pending","Fast"
3129,3431,"2024-03-30","Express","Shipped","Fast"
3130,415,"2025-06-06","Express","Pending","Fast"
3131,251,"2024-01-06","Same-day","Pending","Fast"
3132,409,"2025-06-29","Standard","Delivered","Normal"
3133,4650,"2024-10-31","Standard","Pending","Normal"
3134,2352,"2024-06-07","Same-day","Lost","Fast"
3135,78,"2023-08-29","Express","Lost","Fast"
3136,4927,"2024-02-09","Standard","Shipped","Normal"
3137,540,"2024-12-05","Express","Pending","Fast"
3138,3433,"2024-01-13","Standard","Delivered","Normal"
3139,2903,"2024-02-07","Standard","Pending","Normal"
3140,3957,"2023-07-29","Express","Delivered","Fast"
3141,1869,"2025-03-06","Same-day","Shipped","Fast"
3142,3915,"2023-11-24","Same-day","Delivered","Fast"
3143,3402,"2023-10-02","Same-day","Delivered","Fast"
3144,1045,"2023-11-05","Standard","Shipped","Normal"
3145,2360,"2024-12-25","Same-day","Lost","Fast"
3146,1375,"2024-12-28","Standard","Delivered","Normal"
3147,3322,"2025-03-28","Express","Shipped","Fast"
3148,3129,"2025-07-09","Standard","Delivered","Normal"
3149,1134,"2024-12-03","Standard","Delivered","Normal"
3150,1032,"2025-01-08","Express","Lost","Fast"
3151,2999,"2023-09-18","Express","Delivered","Fast"
3152,2144,"2024-04-25","Express","Delivered","Fast"
3153,4866,"2024-09-24","Standard","Lost","Normal"
3154,1260,"2023-10-14","Same-day","Delivered","Fast"
3155,271,"2024-06-24","Same-day","Delivered","Fast"
3156,1809,"2024-08-11","Same-day","Pending","Fast"
3157,3380,"2025-02-20","Standard","Pending","Normal"
3158,4912,"2025-03-01","Same-day","Shipped","Fast"
3159,1892,"2023-12-16","Express","Shipped","Fast"
3160,435,"2025-07-16","Standard","Delivered","Normal"
3161,4878,"2025-03-19","Standard","Shipped","Normal"
3162,693,"2023-09-20","Express","Delivered","Fast"
3163,2199,"2025-04-30","Express","Pending","Fast"
3164,481,"2023-11-25","Express","Delivered","Fast"
3165,822,"2024-05-24","Express","Pending","Fast"
3166,2721,"2024-10-28","Express","Lost","Fast"
3167,1215,"2024-05-25","Express","Lost","Fast"
3168,3824,"2024-01-10","Express","Delivered","Fast"
3169,1981,"2024-07-02","Same-day","Delivered","Fast"
3170,891,"2025-04-11","Standard","Delivered","Normal"
3171,932,"2024-03-27","Same-day","Lost","Fast"
3172,3770,"2024-11-05","Standard","Shipped","Normal"
3173,1511,"2024-06-07","Same-day","Shipped","Fast"
3174,1494,"2024-02-29","Same-day","Lost","Fast"
3175,3245,"2023-11-13","Express","Lost","Fast"
3176,2546,"2024-09-22","Express","Delivered","Fast"
3177,540,"2025-04-22","Express","Shipped","Fast"
3178,2119,"2024-02-12","Same-day","Shipped","Fast"
3179,4026,"2024-08-07","Same-day","Delivered","Fast"
3180,2690,"2025-06-17","Same-day","Lost","Fast"
3181,3450,"2024-02-28","Express","Lost","Fast"
3182,4683,"2025-07-09","Standard","Shipped","Normal"
3183,105,"2025-03-31","Same-day","Pending","Fast"
3184,95,"2024-02-14","Same-day","Lost","Fast"
3185,539,"2024-10-18","Standard","Lost","Normal"
3186,4274,"2024-04-20","Standard","Pending","Normal"
3187,2179,"2024-09-30","Same-day","Delivered","Fast"
3188,1032,"2024-08-29","Express","Shipped","Fast"
3189,1825,"2025-05-13","Express","Pending","Fast"
3190,1782,"2025-05-15","Standard","Shipped","Normal"
3191,2704,"2025-03-12","Standard","Shipped","Normal"
3192,4322,"2023-12-01","Same-day","Delivered","Fast"
3193,2236,"2024-03-28","Standard","Shipped","Normal"
3194,3674,"2024-06-17","Same-day","Lost","Fast"
3195,2509,"2024-09-07","Express","Lost","Fast"
3196,1341,"2025-04-28","Same-day","Shipped","Fast"
3197,1294,"2025-05-24","Express","Lost","Fast"
3198,4713,"2025-05-30","Same-day","Pending","Fast"
3199,4414,"2025-04-25","Standard","Delivered","Normal"
3200,1986,"2023-10-05","Standard","Lost","Normal"
3201,2647,"2024-06-18","Express","Shipped","Fast"
3202,3419,"2024-08-18","Same-day","Pending","Fast"
3203,3404,"2024-08-26","Standard","Shipped","Normal"
3204,3943,"2025-02-03","Express","Lost","Fast"
3205,3905,"2025-06-07","Standard","Shipped","Normal"
3206,676,"2025-01-26","Standard","Pending","Normal"
3207,2892,"2025-06-08","Same-day","Delivered","Fast"
3208,2042,"2025-07-11","Same-day","Shipped","Fast"
3209,4876,"2025-06-07","Standard","Lost","Normal"
3210,163,"2023-11-27","Express","Pending","Fast"
3211,1383,"2024-01-01","Express","Shipped","Fast"
3212,1362,"2024-01-24","Same-day","Lost","Fast"
3213,3534,"2025-03-11","Standard","Delivered","Normal"
3214,1340,"2024-01-19","Express","Delivered","Fast"
3215,2468,"2024-06-30","Express","Lost","Fast"
3216,3810,"2023-11-27","Standard","Delivered","Normal"
3217,1936,"2024-06-17","Standard","Pending","Normal"
3218,3299,"2024-01-26","Same-day","Lost","Fast"
3219,2658,"2025-06-13","Standard","Delivered","Normal"
3220,87,"2025-03-14","Standard","Delivered","Normal"
3221,350,"2024-06-01","Express","Pending","Fast"
3222,1662,"2024-04-03","Standard","Pending","Normal"
3223,1174,"2025-06-10","Express","Pending","Fast"
3224,4958,"2023-10-04","Express","Lost","Fast"
3225,4611,"2024-05-18","Express","Lost","Fast"
